BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,1,4,23,2,5,4,6.4,2,5820
1,2019,1,4,23,3,5,4,6.4,2,5808
1,2019,1,5,0,0,5,1,6.4,2,5796
1,2019,1,5,0,1,6,5,7.1,3,5800
1,2019,1,5,0,2,6,5,7.1,3,5808
1,2019,1,5,0,3,6,5,7.1,3,5772
1,2019,1,5,1,0,6,5,7.1,3,5808
1,2019,1,5,1,1,6,5,7.1,4,3172
1,2019,1,5,1,2,6,5,7.1,4,3180
1,2019,1,5,1,3,6,5,7.1,4,1800
1,2019,1,5,2,0,6,5,7.1,4,1800
1,2019,1,5,2,1,6,5,7.1,3,1800
1,2019,1,5,2,2,6,5,7.1,3,1820
1,2019,1,5,2,3,6,5,7.1,3,1800
1,2019,1,5,3,0,6,5,7.1,3,1812
1,2019,1,5,3,1,6,5,7.1,3,1824
1,2019,1,5,3,2,6,5,7.1,3,1812
1,2019,1,5,3,3,6,5,7.1,3,1792
1,2019,1,5,4,0,6,5,7.1,3,1824
1,2019,1,5,4,1,6,5,7.1,3,1824
1,2019,1,5,4,2,6,5,7.1,3,1812
1,2019,1,5,4,3,6,5,7.1,3,1816
1,2019,1,5,5,0,6,5,7.1,3,1824
1,2019,1,5,5,1,6,5,7.1,3,1812
1,2019,1,5,5,2,6,5,7.1,3,1824
1,2019,1,5,5,3,6,5,7.1,3,1816
1,2019,1,5,6,0,6,5,7.1,3,1804
1,2019,1,5,6,1,6,5,7.1,2,1824
1,2019,1,5,6,2,6,5,7.1,2,1812
1,2019,1,5,6,3,6,5,7.1,2,1812
1,2019,1,5,7,0,6,5,7.1,2,1804
1,2019,1,5,7,1,6,5,7.1,2,1788
1,2019,1,5,7,2,6,5,7.1,2,1824
1,2019,1,5,7,3,6,5,7.1,2,1812
1,2019,1,5,8,0,6,5,7.1,2,1812
1,2019,1,5,8,1,6,5,7.1,1,1800
1,2019,1,5,8,2,6,5,7.1,1,1812
1,2019,1,5,8,3,6,5,7.1,1,1832
1,2019,1,5,9,0,6,5,7.1,1,1824
1,2019,1,5,9,1,6,5,7.1,1,1812
1,2019,1,5,9,2,6,5,7.1,1,1796
1,2019,1,5,9,3,6,5,7.1,1,1832
1,2019,1,5,10,0,6,5,7.1,1,1812
