BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,6,23,12,0,7,5,26.1,3,17176
1,2019,6,23,12,1,7,5,26.1,3,9796
1,2019,6,23,12,2,7,5,26.1,3,10456
1,2019,6,23,12,3,7,5,26.1,3,19492
1,2019,6,23,13,0,7,5,26.1,3,22000
1,2019,6,23,13,1,7,5,26.1,3,10084
1,2019,6,23,13,2,7,5,26.1,3,9244
1,2019,6,23,13,3,7,5,26.1,3,16420
1,2019,6,23,14,0,7,5,26.1,3,4948
1,2019,6,23,14,1,7,5,26.1,3,16056
1,2019,6,23,14,2,7,5,26.1,3,11164
1,2019,6,23,14,3,7,5,26.1,3,19728
1,2019,6,23,15,0,7,5,26.1,3,10188
1,2019,6,23,15,1,7,5,26.1,3,6624
1,2019,6,23,15,2,7,5,26.1,3,25744
1,2019,6,23,15,3,7,5,26.1,3,11008
1,2019,6,23,16,0,7,5,26.1,3,13328
1,2019,6,23,16,1,7,5,26.1,2,12436
1,2019,6,23,16,2,7,5,26.1,2,10900
1,2019,6,23,16,3,7,5,26.1,2,10444
1,2019,6,23,17,0,7,5,26.1,2,15432
1,2019,6,23,17,1,7,5,26.1,1,16792
1,2019,6,23,17,2,7,5,26.1,1,25576
1,2019,6,23,17,3,7,5,26.1,1,12912
1,2019,6,23,18,0,7,5,26.1,1,16660
1,2019,6,23,18,1,7,5,26.1,1,13304
1,2019,6,23,18,2,7,5,26.1,1,9920
1,2019,6,23,18,3,7,5,26.1,1,14960
1,2019,6,23,19,0,7,5,26.1,1,16184
1,2019,6,23,19,1,7,5,26.1,2,19416
1,2019,6,23,19,2,7,5,26.1,2,10180
1,2019,6,23,19,3,7,5,26.1,2,20136
1,2019,6,23,20,0,7,5,26.1,2,18908
1,2019,6,23,20,1,7,5,26.1,1,14708
1,2019,6,23,20,2,7,5,26.1,1,8268
1,2019,6,23,20,3,7,5,26.1,1,22964
1,2019,6,23,21,0,7,5,26.1,1,10024
1,2019,6,23,21,1,7,5,26.1,2,18268
1,2019,6,23,21,2,7,5,26.1,2,12204
1,2019,6,23,21,3,7,5,26.1,2,13236
1,2019,6,23,22,0,7,5,26.1,2,9912
1,2019,6,23,22,1,7,5,26.1,2,8856
1,2019,6,23,22,2,7,5,26.1,2,10000
1,2019,6,23,22,3,7,5,26.1,2,20332
1,2019,6,23,23,0,7,5,26.1,2,10428
1,2019,6,23,23,1,7,5,26.1,2,10312
1,2019,6,23,23,2,7,5,26.1,2,11120
1,2019,6,23,23,3,7,5,26.1,2,11092
1,2019,6,24,0,0,7,5,26.1,2,11364
1,2019,6,24,0,1,1,4,28.9,2,11452
1,2019,6,24,0,2,1,4,28.9,2,11340
1,2019,6,24,0,3,1,4,28.9,2,12644
1,2019,6,24,1,0,1,4,28.9,2,10364
1,2019,6,24,1,1,1,4,28.9,2,10408
1,2019,6,24,1,2,1,4,28.9,2,10908
1,2019,6,24,1,3,1,4,28.9,2,12756
1,2019,6,24,2,0,1,4,28.9,2,10168
1,2019,6,24,2,1,1,4,28.9,2,10204
1,2019,6,24,2,2,1,4,28.9,2,5016
1,2019,6,24,2,3,1,4,28.9,2,7812
1,2019,6,24,3,0,1,4,28.9,2,10368
1,2019,6,24,3,1,1,4,28.9,2,9780
1,2019,6,24,3,2,1,4,28.9,2,12008
1,2019,6,24,3,3,1,4,28.9,2,10484
1,2019,6,24,4,0,1,4,28.9,2,7888
1,2019,6,24,4,1,1,4,28.9,3,6652
1,2019,6,24,4,2,1,4,28.9,3,30140
1,2019,6,24,4,3,1,4,28.9,3,6400
1,2019,6,24,5,0,1,4,28.9,3,10540
1,2019,6,24,5,1,1,4,28.9,2,11068
1,2019,6,24,5,2,1,4,28.9,2,11328
1,2019,6,24,5,3,1,4,28.9,2,10960
1,2019,6,24,6,0,1,4,28.9,2,10616
1,2019,6,24,6,1,1,4,28.9,3,6268
1,2019,6,24,6,2,1,4,28.9,3,15852
1,2019,6,24,6,3,1,4,28.9,3,15468
1,2019,6,24,7,0,1,4,28.9,3,6616
1,2019,6,24,7,1,1,4,28.9,2,6580
1,2019,6,24,7,2,1,4,28.9,2,6056
1,2019,6,24,7,3,1,4,28.9,2,13492
1,2019,6,24,8,0,1,4,28.9,2,12408
1,2019,6,24,8,1,1,4,28.9,2,10912
1,2019,6,24,8,2,1,4,28.9,2,9168
1,2019,6,24,8,3,1,4,28.9,2,8856
1,2019,6,24,9,0,1,4,28.9,2,9904
1,2019,6,24,9,1,1,4,28.9,1,8364
1,2019,6,24,9,2,1,4,28.9,1,8068
1,2019,6,24,9,3,1,4,28.9,1,23568
1,2019,6,24,10,0,1,4,28.9,1,20020
1,2019,6,24,10,1,1,4,28.9,1,13164
1,2019,6,24,10,2,1,4,28.9,1,13576
1,2019,6,24,10,3,1,4,28.9,1,17568
1,2019,6,24,11,0,1,4,28.9,1,14452
1,2019,6,24,11,1,1,4,28.9,2,32336
1,2019,6,24,11,2,1,4,28.9,2,14176
1,2019,6,24,11,3,1,4,28.9,2,16732
1,2019,6,24,12,0,1,4,28.9,2,21432
1,2019,6,24,12,1,1,4,28.9,3,16036
1,2019,6,24,12,2,1,4,28.9,3,15932
1,2019,6,24,12,3,1,4,28.9,3,16972
1,2019,6,24,13,0,1,4,28.9,3,20392
1,2019,6,24,13,1,1,4,28.9,3,24224
1,2019,6,24,13,2,1,4,28.9,3,26552
1,2019,6,24,13,3,1,4,28.9,3,12020
1,2019,6,24,14,0,1,4,28.9,3,30344
1,2019,6,24,14,1,1,4,28.9,2,18948
1,2019,6,24,14,2,1,4,28.9,2,29928
1,2019,6,24,14,3,1,4,28.9,2,13132
1,2019,6,24,15,0,1,4,28.9,2,15016
1,2019,6,24,15,1,1,4,28.9,2,17716
1,2019,6,24,15,2,1,4,28.9,2,25124
1,2019,6,24,15,3,1,4,28.9,2,27444
1,2019,6,24,16,0,1,4,28.9,2,12412
1,2019,6,24,16,1,1,4,28.9,2,28608
1,2019,6,24,16,2,1,4,28.9,2,26772
1,2019,6,24,16,3,1,4,28.9,2,18864
1,2019,6,24,17,0,1,4,28.9,2,23036
1,2019,6,24,17,1,1,4,28.9,2,29544
1,2019,6,24,17,2,1,4,28.9,2,29176
1,2019,6,24,17,3,1,4,28.9,2,19120
1,2019,6,24,18,0,1,4,28.9,2,28568
1,2019,6,24,18,1,1,4,28.9,2,4932
1,2019,6,24,18,2,1,4,28.9,2,45440
1,2019,6,24,18,3,1,4,28.9,2,43220
1,2019,6,24,19,0,1,4,28.9,2,42912
1,2019,6,24,19,1,1,4,28.9,2,45312
1,2019,6,24,19,2,1,4,28.9,2,21612
1,2019,6,24,19,3,1,4,28.9,2,31424
1,2019,6,24,20,0,1,4,28.9,2,30588
1,2019,6,24,20,1,1,4,28.9,1,23668
1,2019,6,24,20,2,1,4,28.9,1,42928
1,2019,6,24,20,3,1,4,28.9,1,41444
1,2019,6,24,21,0,1,4,28.9,1,32984
1,2019,6,24,21,1,1,4,28.9,1,22316
1,2019,6,24,21,2,1,4,28.9,1,24760
1,2019,6,24,21,3,1,4,28.9,1,21144
1,2019,6,24,22,0,1,4,28.9,1,40180
1,2019,6,24,22,1,1,4,28.9,2,34484
1,2019,6,24,22,2,1,4,28.9,2,35208
1,2019,6,24,22,3,1,4,28.9,2,29252
1,2019,6,24,23,0,1,4,28.9,2,42764
1,2019,6,24,23,1,1,4,28.9,2,28756
1,2019,6,24,23,2,1,4,28.9,2,34308
1,2019,6,24,23,3,1,4,28.9,2,40652
1,2019,6,25,0,0,1,4,28.9,2,18408
1,2019,6,25,0,1,2,4,31.9,1,30296
1,2019,6,25,0,2,2,4,31.9,1,30844
1,2019,6,25,0,3,2,4,31.9,1,33744
1,2019,6,25,1,0,2,4,31.9,1,14852
1,2019,6,25,1,1,2,4,31.9,3,14648
1,2019,6,25,1,2,2,4,31.9,3,25588
1,2019,6,25,1,3,2,4,31.9,3,24644
1,2019,6,25,2,0,2,4,31.9,3,27308
1,2019,6,25,2,1,2,4,31.9,1,23716
1,2019,6,25,2,2,2,4,31.9,1,27240
1,2019,6,25,2,3,2,4,31.9,1,27708
1,2019,6,25,3,0,2,4,31.9,1,27728
1,2019,6,25,3,1,2,4,31.9,1,26300
1,2019,6,25,3,2,2,4,31.9,1,26268
1,2019,6,25,3,3,2,4,31.9,1,13084
1,2019,6,25,4,0,2,4,31.9,1,12148
1,2019,6,25,4,1,2,4,31.9,1,11956
1,2019,6,25,4,2,2,4,31.9,1,15012
1,2019,6,25,4,3,2,4,31.9,1,15124
1,2019,6,25,5,0,2,4,31.9,1,29860
1,2019,6,25,5,1,2,4,31.9,1,15624
1,2019,6,25,5,2,2,4,31.9,1,20216
1,2019,6,25,5,3,2,4,31.9,1,28224
1,2019,6,25,6,0,2,4,31.9,1,26052
1,2019,6,25,6,1,2,4,31.9,1,15344
1,2019,6,25,6,2,2,4,31.9,1,11672
1,2019,6,25,6,3,2,4,31.9,1,28048
1,2019,6,25,7,0,2,4,31.9,1,23148
1,2019,6,25,7,1,2,4,31.9,1,23712
1,2019,6,25,7,2,2,4,31.9,1,13056
1,2019,6,25,7,3,2,4,31.9,1,21440
1,2019,6,25,8,0,2,4,31.9,1,16300
1,2019,6,25,8,1,2,4,31.9,1,25124
1,2019,6,25,8,2,2,4,31.9,1,23548
1,2019,6,25,8,3,2,4,31.9,1,22216
1,2019,6,25,9,0,2,4,31.9,1,39772
1,2019,6,25,9,1,2,4,31.9,1,19128
1,2019,6,25,9,2,2,4,31.9,1,23400
